PassengerId,Transported,1
0963_01,False,True
0967_01,False,False
0973_01,False,False
0974_01,False,False
0977_01,False,True
0980_01,False,False
0981_01,False,False
0981_02,False,True
0986_01,False,False
0986_02,False,True
0996_01,False,True
0999_01,False,True
0999_02,False,False
1003_01,False,False
1007_01,False,False
1009_01,False,False
1010_01,False,False
1016_01,False,False
1021_01,False,False
1023_01,False,False
1028_01,False,True
1037_01,False,True
1039_01,False,False
1042_01,False,False
1044_01,False,True
1050_01,False,True
1055_01,False,False
1059_01,False,True
1059_02,False,True
1061_01,False,True
1064_01,False,False
1064_02,False,True
1067_01,False,True
1069_01,False,True
1070_01,False,True
1072_01,False,True
1072_02,False,True
1072_03,False,True
1072_04,False,False
1072_05,False,True
1072_06,False,False
1072_07,False,True
1072_08,False,True
1073_01,False,False
1074_01,False,True
1074_02,False,True
1081_01,False,True
1087_01,False,False
1090_01,False,True
1090_02,False,False
1092_01,False,True
1098_01,False,False
1101_01,False,False
1103_01,False,False
1104_01,False,True
1106_01,False,False
1106_02,False,True
1107_01,False,False
1109_01,False,True
1111_01,False,True
1111_02,False,True
1111_03,False,False
1118_01,False,False
1118_02,False,True
1118_03,False,True
1118_04,False,False
1118_05,False,False
1119_01,False,False
1119_02,False,False
1120_01,False,True
1122_01,False,True
1124_01,False,True
1124_02,False,True
1124_03,False,False
1125_01,False,False
1125_02,False,True
1126_01,False,False
1128_01,False,True
1128_02,False,True
1131_01,False,True
1135_01,False,False
1135_02,False,True
1135_03,False,False
1135_04,False,True
1137_01,False,True
1137_02,False,False
1138_01,False,True
1139_01,False,True
1143_01,False,True
1145_01,False,True
1145_02,False,False
1145_03,False,False
1145_04,False,True
1151_01,False,True
1157_01,False,False
1158_01,False,True
1158_02,False,True
1159_01,False,False
1159_02,False,True
1159_03,False,True
1160_01,False,False
1164_01,False,False
1171_01,False,False
1172_01,False,False
1176_01,False,True
1181_01,False,False
1183_01,False,True
1183_02,False,False
1183_03,False,True
1184_01,False,True
1184_02,False,True
1189_01,False,False
1194_01,False,False
1196_01,False,False
1196_02,False,False
1200_01,False,True
1201_01,False,False
1201_02,False,True
1202_01,False,False
1204_01,False,False
1205_01,False,False
1207_01,False,True
1207_02,False,True
1207_03,False,True
1207_04,False,True
1209_01,False,False
1209_02,False,False
1217_01,False,True
1217_02,False,True
1219_01,False,False
1219_02,False,True
1224_01,False,False
1224_02,False,True
1226_01,False,True
1226_02,False,True
1227_01,False,True
1237_01,False,False
1241_01,False,False
1244_01,False,False
1245_01,False,True
1247_01,False,True
1249_01,False,False
1251_01,False,True
1252_01,False,False
1253_01,False,False
1257_01,False,True
1257_02,False,True
1257_03,False,True
1257_04,False,True
1262_01,False,True
1262_02,False,False
1265_01,False,True
1266_01,False,False
1268_01,False,True
1270_01,False,True
1272_01,False,False
1275_01,False,False
1276_01,False,False
1277_01,False,False
1290_01,False,False
1296_01,False,True
1297_01,False,True
1298_01,False,True
1301_01,False,False
1301_02,False,True
1301_03,False,True
1303_01,False,True
1305_01,False,False
1313_01,False,True
1314_01,False,False
1315_01,False,True
1318_01,False,True
1319_01,False,False
1319_02,False,False
1320_01,False,True
1320_02,False,True
1320_03,False,True
1321_01,False,True
1321_02,False,True
1321_03,False,False
1321_04,False,False
1327_01,False,True
1329_01,False,False
1334_01,False,False
1338_01,False,True
1338_02,False,True
1339_01,False,True
1341_01,False,False
1341_02,False,True
1341_03,False,True
1343_01,False,False
1343_02,False,True
1343_03,False,False
1344_01,False,True
1346_01,False,True
1349_01,False,True
1349_02,False,True
1354_01,False,False
1354_02,False,True
1354_03,False,True
1354_04,False,True
1354_05,False,False
1354_06,False,False
1354_07,False,False
1358_01,False,True
1358_02,False,False
1359_01,False,False
1361_01,False,True
1361_02,False,False
1363_01,False,True
1364_01,False,True
1364_02,False,True
1367_01,False,True
1369_01,False,True
1369_02,False,True
1369_03,False,True
1372_01,False,True
1373_01,False,True
1374_01,False,True
1388_01,False,True
1392_01,False,False
1394_01,False,True
1396_01,False,True
1405_01,False,False
1409_01,False,True
1409_02,False,True
1411_01,False,True
1418_01,False,True
1422_01,False,True
1422_02,False,False
1422_03,False,False
1429_01,False,False
1432_01,False,False
1432_02,False,False
1436_01,False,False
1437_01,False,True
1441_01,False,False
1446_01,False,False
1448_01,False,True
1449_01,False,False
1456_01,False,False
1459_01,False,False
1464_01,False,False
1466_01,False,True
1468_01,False,True
1469_01,False,False
1469_02,False,False
1470_01,False,True
1471_01,False,True
1471_02,False,True
1471_03,False,True
1471_04,False,True
1471_05,False,True
1472_01,False,True
1473_01,False,False
1473_02,False,False
1475_01,False,True
1476_01,False,False
1477_01,False,True
1477_02,False,False
1480_01,False,True
1482_01,False,True
1483_01,False,False
1486_01,False,True
1487_01,False,True
1487_02,False,True
1492_01,False,False
1492_02,False,False
1494_01,False,False
1495_01,False,False
1495_02,False,True
1496_01,False,True
1497_01,False,True
1497_02,False,True
1502_01,False,False
1502_02,False,True
1502_03,False,True
1502_04,False,True
1504_01,False,False
1505_01,False,False
1508_01,False,False
1512_01,False,False
1513_01,False,False
1514_01,False,True
1516_01,False,False
1517_01,False,False
1518_01,False,False
1518_02,False,False
1519_01,False,True
1522_01,False,True
1530_01,False,True
1534_01,False,True
1534_02,False,True
1535_01,False,False
1537_01,False,True
1538_01,False,False
1538_02,False,False
1546_01,False,True
1549_01,False,False
1553_01,False,True
1553_02,False,False
1554_01,False,True
1554_02,False,False
1556_01,False,True
1557_01,False,True
1559_01,False,True
1559_02,False,True
1563_01,False,True
1566_01,False,True
1570_01,False,False
1571_01,False,True
1574_01,False,True
1575_01,False,True
1582_01,False,True
1582_02,False,True
1583_01,False,True
1586_01,False,False
1587_01,False,True
1587_02,False,True
1589_01,False,False
1591_01,False,False
1591_02,False,True
1598_01,False,True
1598_02,False,True
1600_01,False,False
1605_01,False,False
1607_01,False,True
1609_01,False,False
1610_01,False,True
1616_01,False,True
1618_01,False,False
1620_01,False,False
1623_01,False,False
1627_01,False,True
1629_01,False,True
1629_02,False,True
1629_03,False,True
1629_04,False,True
1629_05,False,True
1629_06,False,True
1639_01,False,False
1641_01,False,True
1642_01,False,False
1643_01,False,False
1648_01,False,True
1652_01,False,True
1654_01,False,False
1664_01,False,True
1665_01,False,True
1665_02,False,True
1667_01,False,False
1675_01,False,True
1678_01,False,False
1679_01,False,True
1680_01,False,False
1680_02,False,True
1683_01,False,True
1684_01,False,True
1686_01,False,False
1689_01,False,True
1689_02,False,True
1689_03,False,True
1692_01,False,True
1693_01,False,True
1701_01,False,True
1702_01,False,True
1703_01,False,True
1706_01,False,False
1707_01,False,True
1716_01,False,False
1720_01,False,False
1722_01,False,False
1726_01,False,False
1726_02,False,True
1726_03,False,False
1732_01,False,True
1735_01,False,False
1737_01,False,False
1741_01,False,True
1741_02,False,True
1741_03,False,True
1743_01,False,False
1744_01,False,True
1750_01,False,True
1751_01,False,True
1751_02,False,True
1754_01,False,True
1756_01,False,False
1759_01,False,True
1765_01,False,True
1773_01,False,True
1777_01,False,False
1777_02,False,True
1780_01,False,False
1784_01,False,False
1787_01,False,True
1788_01,False,False
1789_01,False,True
1790_01,False,True
1790_02,False,True
1791_01,False,True
1791_02,False,True
1793_01,False,False
1793_02,False,True
1794_01,False,False
1795_01,False,False
1801_01,False,True
1801_02,False,False
1809_01,False,True
1814_01,False,False
1814_02,False,True
1814_03,False,True
1815_01,False,True
1819_01,False,False
1820_01,False,True
1824_01,False,False
1825_01,False,True
1825_02,False,True
1830_01,False,True
1832_01,False,False
1835_01,False,True
1835_02,False,True
1837_01,False,True
1838_01,False,True
1839_01,False,False
1840_01,False,False
1842_01,False,False
1845_01,False,False
1851_01,False,False
1851_02,False,True
1852_01,False,True
1852_02,False,True
1852_03,False,True
1852_04,False,True
1858_01,False,True
1862_01,False,True
1862_02,False,False
1862_03,False,True
1867_01,False,True
1869_01,False,False
1870_01,False,False
1875_01,False,True
1876_01,False,False
1883_01,False,True
1885_01,False,False
1893_01,False,True
1894_01,False,True
1895_01,False,False
1896_01,False,False
1900_01,False,False
1904_01,False,False
1909_01,False,True
1909_02,False,True
1909_03,False,False
1910_01,False,True
1910_02,False,False
1910_03,False,False
1910_04,False,True
1912_01,False,False
1913_01,False,True
1913_02,False,True
1913_03,False,True
1914_01,False,True
1917_01,False,True
1919_01,False,True
1921_01,False,False
1921_02,False,False
1924_01,False,True
1929_01,False,False
1930_01,False,True
1932_01,False,False
1934_01,False,False
1936_01,False,False
1943_01,False,False
1944_01,False,False
1948_01,False,False
1948_02,False,True
1949_01,False,False
1951_01,False,True
1951_02,False,False
1954_01,False,False
1955_01,False,False
1958_01,False,False
1965_01,False,True
1966_01,False,False
1970_01,False,False
1972_01,False,True
1982_01,False,False
1986_01,False,True
1987_01,False,True
1989_01,False,True
1990_01,False,True
1990_02,False,True
1998_01,False,False
2002_01,False,True
2004_01,False,True
2005_01,False,False
2005_02,False,True
2008_01,False,False
2014_01,False,True
2016_01,False,True
2016_02,False,False
2017_01,False,False
2017_02,False,False
2018_01,False,True
2020_01,False,True
2021_01,False,True
2023_01,False,True
2023_02,False,True
2023_03,False,True
2025_01,False,False
2030_01,False,True
2031_01,False,False
2033_01,False,False
2035_01,False,False
2035_02,False,True
2036_01,False,True
2036_02,False,False
2036_03,False,True
2037_01,False,True
2037_02,False,False
2039_01,False,True
2039_02,False,True
2039_03,False,True
2047_01,False,True
2048_01,False,True
2049_01,False,True
2050_01,False,False
2057_01,False,True
2057_02,False,True
2057_03,False,False
2057_04,False,True
2057_05,False,True
2058_01,False,False
2064_01,False,True
2068_01,False,True
2068_02,False,True
2068_03,False,True
2068_04,False,False
2068_05,False,True
2069_01,False,False
2072_01,False,False
2072_02,False,False
2076_01,False,True
2077_01,False,False
2078_01,False,True
2079_01,False,True
2079_02,False,False
2079_03,False,False
2093_01,False,False
2098_01,False,True
2101_01,False,True
2101_02,False,True
2103_01,False,False
2108_01,False,True
2108_02,False,False
2109_01,False,True
2113_01,False,True
2119_01,False,False
2119_02,False,True
2122_01,False,True
2132_01,False,True
2146_01,False,True
2146_02,False,True
2151_01,False,True
2155_01,False,True
2157_01,False,False
2160_01,False,False
2160_02,False,True
2160_03,False,True
2165_01,False,False
2166_01,False,False
2169_01,False,False
2170_01,False,False
2174_01,False,False
2176_01,False,True
2178_01,False,False
2181_01,False,False
2184_01,False,True
2184_02,False,True
2185_01,False,True
2192_01,False,False
2197_01,False,False
2199_01,False,False
2208_01,False,False
2213_01,False,False
2214_01,False,True
2216_01,False,True
2217_01,False,False
2218_01,False,True
2222_01,False,True
2226_01,False,True
2227_01,False,True
2230_01,False,True
2236_01,False,True
2240_01,False,False
2240_02,False,False
2240_03,False,True
2242_01,False,True
2244_01,False,True
2245_01,False,True
2245_02,False,True
2246_01,False,True
2246_02,False,False
2247_01,False,False
2248_01,False,False
2249_01,False,True
2250_01,False,False
2259_01,False,False
2259_02,False,True
2260_01,False,True
2265_01,False,False
2271_01,False,False
2276_01,False,True
2276_02,False,False
2283_01,False,False
2285_01,False,False
2286_01,False,False
2290_01,False,False
2292_01,False,True
2293_01,False,True
2294_01,False,True
2297_01,False,True
2304_01,False,True
2307_01,False,True
2307_02,False,True
2307_03,False,True
2307_04,False,True
2307_05,False,False
2322_01,False,False
2323_01,False,False
2324_01,False,False
2326_01,False,True
2328_01,False,False
2330_01,False,False
2331_01,False,True
2334_01,False,False
2335_01,False,True
2337_01,False,True
2342_01,False,False
2343_01,False,True
2343_02,False,True
2344_01,False,False
2344_02,False,True
2346_01,False,False
2350_01,False,False
2350_02,False,False
2350_03,False,True
2351_01,False,False
2351_02,False,False
2352_01,False,False
2354_01,False,False
2355_01,False,True
2355_02,False,True
2355_03,False,False
2355_04,False,True
2358_01,False,False
2359_01,False,False
2362_01,False,True
2370_01,False,True
2370_02,False,True
2370_03,False,True
2370_04,False,True
2371_01,False,True
2372_01,False,False
2378_01,False,False
2378_02,False,True
2380_01,False,False
2380_02,False,True
2381_01,False,True
2383_01,False,False
2383_02,False,False
2386_01,False,True
2388_01,False,False
2388_02,False,False
2393_01,False,False
2394_01,False,True
2394_02,False,True
2394_03,False,False
2400_01,False,False
2405_01,False,False
2407_01,False,True
2408_01,False,False
2415_01,False,True
2418_01,False,False
2420_01,False,False
2422_01,False,False
2422_02,False,True
2425_01,False,True
2425_02,False,False
2425_03,False,False
2425_04,False,True
2425_05,False,True
2425_06,False,True
2428_01,False,False
2430_01,False,True
2430_02,False,True
2430_03,False,False
2434_01,False,True
2434_02,False,False
2437_01,False,False
2440_01,False,False
2447_01,False,False
2448_01,False,True
2448_02,False,True
2450_01,False,False
2459_01,False,True
2464_01,False,False
2465_01,False,True
2468_01,False,True
2469_01,False,True
2469_02,False,False
2473_01,False,False
2481_01,False,True
2481_02,False,False
2482_01,False,False
2482_02,False,False
2484_01,False,True
2484_02,False,False
2485_01,False,False
2487_01,False,True
2487_02,False,True
2487_03,False,False
2490_01,False,False
2493_01,False,False
2493_02,False,False
2494_01,False,True
2494_02,False,False
2495_01,False,False
2501_01,False,True
2504_01,False,True
2507_01,False,True
2511_01,False,False
2514_01,False,False
2517_01,False,True
2525_01,False,False
2529_01,False,False
2533_01,False,False
2536_01,False,True
2538_01,False,True
2538_02,False,True
2539_01,False,False
2543_01,False,True
2554_01,False,True
2556_01,False,True
2563_01,False,True
2566_01,False,False
2567_01,False,True
2567_02,False,True
2568_01,False,True
2569_01,False,True
2570_01,False,False
2575_01,False,True
2576_01,False,True
2577_01,False,True
2577_02,False,True
2579_01,False,False
2583_01,False,True
2585_01,False,True
2586_01,False,True
2587_01,False,True
2587_02,False,True
2600_01,False,True
2603_01,False,True
2603_02,False,True
2604_01,False,True
2608_01,False,True
2610_01,False,False
2611_01,False,False
2612_01,False,False
2613_01,False,False
2614_01,False,False
2615_01,False,True
2620_01,False,True
2621_01,False,False
2623_01,False,False
2630_01,False,False
2630_02,False,True
2630_03,False,True
2632_01,False,False
2637_01,False,False
2637_02,False,False
2637_03,False,True
2639_01,False,True
2644_01,False,False
2653_01,False,False
2654_01,False,False
2656_01,False,True
2665_01,False,False
2667_01,False,True
2667_02,False,False
2667_03,False,False
2667_04,False,True
2667_05,False,True
2669_01,False,False
2673_01,False,True
2674_01,False,True
2674_02,False,False
2680_01,False,False
2681_01,False,True
2686_01,False,False
2689_01,False,False
2694_01,False,True
2694_02,False,True
2696_01,False,True
2699_01,False,False
2705_01,False,True
2710_01,False,True
2710_02,False,True
2711_01,False,True
2715_01,False,False
2715_02,False,False
2716_01,False,False
2716_02,False,True
2719_01,False,True
2719_02,False,True
2719_03,False,False
2728_01,False,True
2731_01,False,True
2733_01,False,False
2735_01,False,False
2742_01,False,True
2744_01,False,False
2749_01,False,True
2757_01,False,False
2761_01,False,False
2761_02,False,True
2766_01,False,True
2767_01,False,False
2771_01,False,False
2775_01,False,False
2776_01,False,True
2777_01,False,True
2779_01,False,False
2782_01,False,False
2791_01,False,True
2794_01,False,False
2794_02,False,False
2794_03,False,True
2794_04,False,True
2794_05,False,False
2794_06,False,True
2794_07,False,True
2800_01,False,True
2803_01,False,True
2804_01,False,True
2808_01,False,True
2808_02,False,True
2815_01,False,True
2815_02,False,True
2815_03,False,True
2816_01,False,True
2827_01,False,True
2828_01,False,False
2829_01,False,True
2830_01,False,False
2833_01,False,True
2836_01,False,True
2841_01,False,False
2842_01,False,True
2844_01,False,False
2845_01,False,True
2845_02,False,True
2848_01,False,True
2848_02,False,True
2848_03,False,True
2849_01,False,False
2850_01,False,True
2850_02,False,True
2850_03,False,False
2850_04,False,True
2851_01,False,False
2855_01,False,True
2864_01,False,False
2868_01,False,True
2868_02,False,True
2868_03,False,True
2868_04,False,True
2874_01,False,False
2879_01,False,False
2885_01,False,False
2886_01,False,False
2889_01,False,False
2895_01,False,True
2896_01,False,False
2898_01,False,True
2898_02,False,True
2903_01,False,False
2904_01,False,False
2904_02,False,True
2911_01,False,False
2914_01,False,True
2915_01,False,True
2916_01,False,True
2917_01,False,False
2918_01,False,False
2921_01,False,False
2922_01,False,False
2923_01,False,True
2924_01,False,False
2931_01,False,True
2931_02,False,False
2932_01,False,True
2933_01,False,False
2937_01,False,False
2939_01,False,True
2946_01,False,True
2946_02,False,False
2946_03,False,True
2946_04,False,False
2947_01,False,True
2951_01,False,False
2952_01,False,False
2955_01,False,False
2957_01,False,True
2963_01,False,True
2967_01,False,True
2973_01,False,False
2974_01,False,False
2976_01,False,True
2976_02,False,True
2976_03,False,True
2976_04,False,False
2977_01,False,False
2977_02,False,False
2977_03,False,False
2978_01,False,False
2980_01,False,False
2981_01,False,True
2985_01,False,True
2987_01,False,True
2989_01,False,False
2991_01,False,False
2997_01,False,True
2997_02,False,False
2997_03,False,True
2997_04,False,True
2999_01,False,True
3002_01,False,False
3007_01,False,False
3008_01,False,True
3008_02,False,False
3008_03,False,True
3008_04,False,True
3008_05,False,True
3008_06,False,True
3011_01,False,True
3016_01,False,True
3016_02,False,True
3016_03,False,True
3016_04,False,False
3017_01,False,True
3028_01,False,True
3031_01,False,True
3035_01,False,False
3037_01,False,True
3037_02,False,True
3041_01,False,False
3043_01,False,True
3046_01,False,True
3049_01,False,False
3051_01,False,False
3052_01,False,False
3056_01,False,True
3057_01,False,True
3058_01,False,False
3059_01,False,True
3069_01,False,False
3072_01,False,True
3074_01,False,True
3075_01,False,True
3077_01,False,True
3077_02,False,True
3078_01,False,False
3078_02,False,False
3078_03,False,True
3078_04,False,False
3086_01,False,True
3089_01,False,True
3094_01,False,True
3097_01,False,True
3098_01,False,False
3101_01,False,False
3105_01,False,True
3105_02,False,True
3105_03,False,True
3106_01,False,True
3107_01,False,True
3108_01,False,True
3109_01,False,True
3115_01,False,True
3122_01,False,False
3122_02,False,False
3125_01,False,False
3125_02,False,False
3127_01,False,True
3129_01,False,True
3135_01,False,False
3137_01,False,True
3139_01,False,False
3141_01,False,True
3144_01,False,False
3146_01,False,False
3148_01,False,True
3148_02,False,False
3150_01,False,True
3151_01,False,True
3153_01,False,False
3153_02,False,True
3154_01,False,True
3155_01,False,True
3155_02,False,False
3156_01,False,False
3157_01,False,False
3160_01,False,False
3165_01,False,False
3167_01,False,False
3170_01,False,True
3173_01,False,True
3177_01,False,False
3178_01,False,True
3183_01,False,False
3186_01,False,True
3187_01,False,False
3190_01,False,False
3190_02,False,True
3194_01,False,False
3198_01,False,False
3199_01,False,True
3202_01,False,True
3207_01,False,False
3208_01,False,False
3214_01,False,True
3222_01,False,False
3226_01,False,True
3228_01,False,True
3231_01,False,True
3233_01,False,True
3234_01,False,False
3242_01,False,True
3244_01,False,True
3244_02,False,True
3244_03,False,True
3245_01,False,True
3245_02,False,False
3246_01,False,False
3249_01,False,False
3249_02,False,True
3250_01,False,True
3251_01,False,False
3257_01,False,True
3261_01,False,False
3263_01,False,True
3264_01,False,False
3265_01,False,False
3265_02,False,True
3265_03,False,True
3265_04,False,True
3266_01,False,False
3267_01,False,True
3277_01,False,False
3278_01,False,True
3281_01,False,True
3285_01,False,False
3285_02,False,True
3286_01,False,False
3288_01,False,True
3290_01,False,True
3290_02,False,False
3291_01,False,True
3302_01,False,False
3303_01,False,False
3306_01,False,False
3307_01,False,True
3316_01,False,True
3320_01,False,False
3320_02,False,False
3321_01,False,True
3333_01,False,False
3334_01,False,True
3335_01,False,False
3340_01,False,False
3341_01,False,True
3341_02,False,False
3344_01,False,True
3344_02,False,True
3345_01,False,True
3345_02,False,True
3345_03,False,True
